Record_ID,Timestamp,Flight_ID,Cargo_Volume,Cargo_Type,Shipment_Priority,Arrival_Departure,Terminal_ID,Gate_Assigned,Handling_Time,Waiting_Time,Workforce_Assigned,Equipment_Used,Equipment_Type,Facility_Utilization,Storage_Occupancy,Queue_Length,Flight_Delay,Peak_Hour_Indicator,Weather_Condition,Operational_Cost,Energy_Consumption,Throughput_Rate,Bottleneck_Flag,Demand_Forecast,Real_Time_Load,Allocation_Strategy,Allocation_Efficiency_Class
2389,2024-03-24 04:21:00,FL3843,86.14,Hazardous,Low,Departure,T4,20,169.94,42.03,48,12,Conveyor,46.41,95.84,55,10.92,0,Fog,831.84,865.82,21.34,1,67.24,58.97,Adaptive,Low Efficiency
2390,2024-09-10 08:25:00,FL7769,84.17,Perishable,Low,Departure,T2,32,52.85,48.58,10,11,Crane,52.7,31.88,75,48.71,1,Fog,2928.57,1404.48,100.69,1,85.85,144.15,Baseline,Low Efficiency
2391,2024-09-13 07:22:00,FL9011,48.07,Perishable,High,Arrival,T3,44,132.85,75.46,27,5,Crane,78.18,37.07,94,47.43,0,Rain,4401.94,1430.51,77.17,0,109.17,119.6,Baseline,Low Efficiency
2392,2024-11-29 09:41:00,FL7435,24.19,Express,Low,Arrival,T1,16,30.7,61.38,12,7,Crane,68.13,94.79,79,36.12,0,Fog,2465.83,1488.17,74.87,0,65.43,73.59,Adaptive,Low Efficiency
2393,2024-05-05 15:08:00,FL9816,54.51,General,High,Departure,T1,5,96.86,80.17,34,3,Forklift,91.92,96.15,13,37.62,0,Fog,3668.71,284.14,33.47,1,88.0,23.03,Baseline,Low Efficiency
2394,2024-08-04 14:13:00,FL2329,21.4,Perishable,High,Departure,T1,49,39.1,9.52,40,9,Crane,57.1,64.34,99,42.81,1,Storm,4566.82,1355.59,18.42,0,69.33,51.48,Baseline,Low Efficiency
2395,2024-03-02 17:08:00,FL2270,107.36,Express,High,Arrival,T4,46,124.5,17.18,46,1,Conveyor,61.91,70.35,99,8.96,1,Rain,2903.76,512.45,97.57,1,109.89,134.16,Optimized,Low Efficiency
2396,2024-04-07 12:54:00,FL9825,44.78,Express,Low,Arrival,T3,12,116.23,117.3,15,6,Crane,71.68,93.18,20,71.18,1,Storm,896.56,980.95,101.12,0,21.09,31.56,Adaptive,Low Efficiency
2397,2024-08-16 01:19:00,FL1507,22.76,General,High,Arrival,T1,45,27.81,119.47,9,12,Conveyor,67.6,89.74,58,33.94,0,Storm,744.12,1328.96,37.65,1,109.99,101.6,Optimized,Low Efficiency
2398,2024-03-26 19:46:00,FL8293,7.93,Hazardous,High,Arrival,T2,21,71.14,90.87,7,12,Conveyor,72.87,90.34,23,22.01,0,Fog,4089.67,230.03,100.86,0,127.42,95.83,Baseline,Low Efficiency
2399,2024-06-22 17:21:00,FL3022,79.27,Express,High,Arrival,T3,14,83.21,34.49,19,6,Loader,58.73,56.02,53,28.64,0,Rain,647.16,312.59,44.42,1,11.77,53.48,Baseline,Low Efficiency
2400,2024-08-10 08:54:00,FL6783,78.24,Express,Low,Arrival,T3,37,59.69,114.64,6,14,Conveyor,50.0,88.14,37,55.07,0,Clear,4995.13,1126.45,99.32,0,84.84,92.67,Baseline,Low Efficiency
2401,2024-03-26 03:49:00,FL7166,44.17,Express,Low,Departure,T1,22,26.19,29.58,6,13,Loader,88.2,34.85,20,69.76,0,Rain,1073.79,585.47,17.55,0,45.08,113.22,Adaptive,Low Efficiency
2402,2024-05-13 06:56:00,FL6864,13.25,Hazardous,Medium,Arrival,T4,30,71.01,89.11,12,8,Forklift,42.36,64.09,19,13.81,0,Fog,3988.12,1017.06,47.92,0,70.55,18.26,Baseline,Low Efficiency
2403,2024-09-28 19:59:00,FL7336,52.11,Hazardous,Low,Arrival,T3,23,146.82,18.25,34,13,Crane,62.18,46.62,18,53.33,1,Clear,4404.72,259.61,94.75,0,114.38,121.6,Optimized,Low Efficiency
2404,2024-04-12 22:25:00,FL3903,40.79,General,Medium,Departure,T2,5,77.62,79.62,45,3,Forklift,45.24,32.51,68,38.02,0,Storm,1878.93,1461.36,41.77,0,118.55,74.44,Adaptive,Low Efficiency
2405,2024-10-09 20:53:00,FL1138,82.87,Perishable,Critical,Arrival,T3,29,71.74,92.34,9,12,Forklift,84.18,73.2,61,77.58,1,Clear,2937.3,801.76,14.43,1,66.23,41.09,Optimized,Low Efficiency
2406,2024-10-31 13:15:00,FL3044,74.66,Hazardous,Medium,Arrival,T4,30,170.68,103.86,34,5,Conveyor,61.93,35.33,72,85.44,0,Clear,4785.69,1318.76,26.54,0,22.82,85.5,Adaptive,Low Efficiency
2407,2024-04-10 09:24:00,FL8580,46.93,Perishable,High,Arrival,T2,18,26.66,89.45,48,11,Crane,41.8,38.41,46,61.07,0,Rain,4798.2,1044.94,115.79,0,95.33,18.26,Adaptive,Moderate Efficiency
2408,2024-10-06 09:49:00,FL7069,30.06,Perishable,Low,Departure,T4,46,142.77,111.2,14,10,Crane,44.55,35.72,94,53.08,0,Storm,4685.5,1432.43,76.03,0,49.08,127.83,Optimized,Low Efficiency
2409,2024-11-04 01:08:00,FL4161,118.62,Hazardous,Low,Arrival,T1,1,97.29,64.91,37,11,Forklift,51.92,98.25,48,70.23,0,Rain,1737.08,898.7,29.47,0,26.27,148.9,Adaptive,Low Efficiency
2410,2024-05-15 06:16:00,FL8283,57.21,Express,Low,Departure,T3,39,171.11,82.9,28,5,Loader,87.21,32.75,20,44.62,1,Clear,767.94,528.94,81.25,0,54.08,104.87,Optimized,Low Efficiency
2411,2024-12-20 09:10:00,FL1153,84.15,General,Medium,Arrival,T2,17,82.96,47.5,23,8,Loader,87.95,48.88,72,4.98,0,Fog,962.56,958.93,78.56,0,91.25,54.54,Optimized,Low Efficiency
2412,2024-05-06 03:29:00,FL4629,21.16,Perishable,Critical,Departure,T4,3,133.29,6.19,34,7,Conveyor,99.8,75.64,69,63.1,1,Fog,1138.44,1495.64,54.86,1,137.19,134.99,Baseline,Low Efficiency
2413,2024-05-01 12:11:00,FL1324,60.84,Express,Low,Arrival,T1,42,31.19,92.02,29,3,Loader,54.46,87.64,34,52.23,0,Clear,3522.55,1241.49,83.35,0,40.17,53.67,Baseline,Low Efficiency
2414,2024-12-22 13:06:00,FL5606,8.17,Hazardous,High,Arrival,T2,7,168.6,105.03,15,7,Loader,43.63,72.57,7,13.63,1,Fog,4110.97,736.95,22.3,1,116.95,60.61,Baseline,Low Efficiency
2415,2024-07-29 07:45:00,FL6862,63.13,Perishable,Medium,Arrival,T3,27,75.13,25.0,39,10,Forklift,56.99,98.36,50,19.17,0,Fog,726.47,1243.13,45.36,0,130.72,139.11,Optimized,Low Efficiency
2416,2024-04-12 03:51:00,FL4137,115.86,Perishable,Critical,Departure,T3,28,103.84,8.29,5,8,Loader,50.73,53.64,53,20.76,1,Rain,4506.82,1083.96,14.13,0,30.72,96.88,Adaptive,Low Efficiency
2417,2024-05-16 05:47:00,FL2474,49.18,Perishable,Low,Arrival,T4,44,42.16,23.92,21,5,Crane,82.62,63.04,86,65.92,1,Storm,3862.87,1414.21,110.59,0,10.78,63.23,Baseline,Moderate Efficiency
2418,2024-08-17 01:41:00,FL5967,9.48,Express,Low,Arrival,T2,31,171.29,107.96,35,11,Forklift,98.15,87.49,73,46.65,1,Fog,2886.29,610.71,108.23,0,142.35,71.89,Adaptive,Low Efficiency
2419,2024-11-24 09:48:00,FL4623,8.56,Express,Low,Departure,T1,15,127.68,38.98,10,5,Forklift,56.38,77.72,11,4.31,0,Storm,4954.82,156.54,32.43,0,23.76,105.22,Adaptive,Low Efficiency
2420,2024-02-09 00:55:00,FL4838,49.62,Express,Medium,Departure,T1,48,28.63,31.88,17,14,Loader,59.72,44.98,76,75.42,0,Storm,1693.34,221.0,87.84,0,32.59,101.39,Optimized,Moderate Efficiency
2421,2024-09-18 10:39:00,FL9090,23.4,Perishable,Low,Departure,T1,8,44.83,6.68,30,14,Crane,61.07,64.91,8,58.05,0,Rain,1481.04,1174.38,99.44,1,67.09,60.91,Adaptive,Moderate Efficiency
2422,2024-01-07 23:28:00,FL6947,7.69,Perishable,Critical,Arrival,T4,6,83.97,39.16,40,11,Crane,91.42,98.32,32,65.98,1,Clear,2006.61,1067.78,54.79,1,51.31,26.72,Optimized,Low Efficiency
2423,2024-12-18 21:09:00,FL1602,91.96,General,High,Departure,T1,28,54.68,87.3,9,1,Loader,74.68,90.41,63,84.37,0,Fog,2869.34,1126.73,99.86,0,147.39,68.94,Optimized,Moderate Efficiency
2424,2024-04-09 10:07:00,FL5599,57.73,General,High,Arrival,T2,4,68.74,115.3,18,13,Crane,98.44,43.43,55,23.42,1,Fog,2240.77,1034.79,64.16,1,125.59,103.8,Optimized,Low Efficiency
2425,2024-05-22 02:07:00,FL9074,38.26,Express,Medium,Departure,T4,30,179.6,40.97,19,8,Conveyor,77.63,42.59,59,53.06,0,Rain,4232.75,739.95,97.69,1,100.86,47.22,Optimized,Low Efficiency
2426,2024-10-06 13:54:00,FL4425,108.51,Express,Low,Departure,T3,43,125.38,32.68,16,13,Conveyor,82.35,87.99,63,68.41,0,Rain,4525.21,195.32,93.31,0,13.7,133.8,Optimized,Low Efficiency
2427,2024-12-26 10:13:00,FL1116,18.36,Hazardous,Medium,Arrival,T4,17,167.55,107.13,46,6,Loader,45.35,43.92,17,46.15,0,Clear,4850.0,1269.77,71.81,1,43.89,57.51,Optimized,Low Efficiency
2428,2024-10-24 22:08:00,FL4212,114.93,Express,Critical,Arrival,T4,34,89.73,103.04,12,6,Forklift,97.1,61.7,26,43.75,1,Storm,4182.13,353.1,65.81,1,37.05,38.66,Adaptive,Low Efficiency
2429,2024-12-24 01:31:00,FL7489,41.11,General,High,Arrival,T4,6,133.65,42.74,35,5,Forklift,77.68,42.65,51,83.59,1,Clear,3236.51,1485.81,42.21,1,46.52,68.83,Baseline,Low Efficiency
2430,2024-10-29 15:40:00,FL2817,107.17,General,Critical,Arrival,T2,36,93.55,12.91,30,5,Crane,71.21,31.03,33,21.92,0,Fog,3261.27,387.57,55.26,1,142.91,43.27,Baseline,Low Efficiency
2431,2024-11-19 04:52:00,FL5544,74.34,General,High,Departure,T3,35,72.52,119.08,33,14,Conveyor,63.24,91.28,26,58.76,0,Rain,1339.21,217.22,53.09,0,66.93,73.66,Baseline,Low Efficiency
2432,2024-12-21 20:38:00,FL9197,100.07,Perishable,Low,Departure,T3,39,103.07,83.28,8,3,Forklift,44.62,84.53,22,87.33,1,Rain,1684.46,625.78,21.36,1,132.36,22.42,Adaptive,Low Efficiency
2433,2024-05-01 18:57:00,FL9093,118.16,Perishable,Low,Departure,T4,39,88.37,111.56,32,12,Crane,48.0,62.94,67,19.8,0,Storm,4987.67,555.62,67.65,1,76.23,71.24,Adaptive,Low Efficiency
2434,2024-03-01 04:46:00,FL3793,38.17,Express,Low,Arrival,T4,16,176.89,44.32,29,3,Conveyor,40.7,41.17,95,41.62,0,Fog,1675.84,1467.28,73.83,0,102.91,113.4,Optimized,Low Efficiency
2435,2024-01-23 11:19:00,FL4174,115.53,Hazardous,Medium,Arrival,T4,2,99.39,79.48,44,2,Forklift,99.92,86.45,78,87.79,1,Rain,2600.93,652.39,116.59,0,141.8,49.52,Baseline,Moderate Efficiency
2436,2024-06-09 14:01:00,FL3875,49.79,Hazardous,Low,Departure,T2,8,149.78,82.57,36,9,Crane,87.18,55.16,82,3.23,1,Rain,2233.9,165.25,41.12,0,91.52,147.79,Adaptive,Low Efficiency
2437,2024-07-31 16:38:00,FL2070,49.33,Hazardous,Medium,Departure,T2,15,126.69,105.38,40,8,Loader,87.85,76.34,98,56.69,0,Rain,3597.16,1481.93,53.94,0,59.93,35.86,Optimized,Low Efficiency
2438,2024-01-24 19:23:00,FL3101,44.14,Perishable,High,Arrival,T1,27,96.74,119.2,15,11,Loader,83.81,52.17,63,36.41,0,Rain,2009.74,1201.06,70.71,1,76.19,58.06,Baseline,Low Efficiency
2439,2024-07-19 03:24:00,FL2065,67.26,General,Critical,Departure,T3,16,95.86,17.5,41,3,Forklift,69.05,60.26,17,69.4,0,Fog,3573.27,1497.12,103.83,1,75.62,78.88,Optimized,Low Efficiency
2440,2024-06-12 17:25:00,FL3087,22.73,General,High,Departure,T1,1,74.7,77.58,14,5,Crane,45.29,67.48,41,29.09,0,Storm,4823.61,544.55,38.38,0,122.0,128.08,Baseline,Low Efficiency
2441,2024-07-29 04:52:00,FL5253,68.68,Perishable,Critical,Departure,T1,10,37.12,43.69,42,10,Conveyor,44.34,83.34,76,33.56,0,Clear,1635.74,264.83,35.77,0,57.0,70.87,Baseline,Low Efficiency
2442,2024-05-02 11:39:00,FL4734,67.3,Hazardous,Low,Arrival,T4,7,141.84,98.34,40,5,Loader,94.98,88.24,39,46.41,0,Clear,2168.05,656.77,68.51,0,16.01,112.99,Baseline,Low Efficiency
2443,2024-11-29 00:16:00,FL9570,92.62,Hazardous,Low,Departure,T2,48,166.9,91.73,31,8,Conveyor,40.02,61.05,33,31.13,1,Storm,2039.79,295.92,24.14,1,104.24,12.1,Adaptive,Low Efficiency
2444,2024-12-26 16:13:00,FL5494,100.87,Express,High,Arrival,T1,10,54.87,107.64,21,6,Crane,81.95,46.31,32,23.36,0,Storm,1851.61,305.58,86.61,1,129.71,13.58,Optimized,Low Efficiency
2445,2024-03-23 10:30:00,FL4143,55.65,Express,Low,Departure,T1,12,168.11,44.53,11,7,Loader,77.71,40.76,21,31.98,1,Fog,1716.28,1363.74,104.58,1,80.18,15.31,Optimized,Low Efficiency
2446,2024-03-24 03:54:00,FL1378,39.77,Hazardous,Low,Arrival,T1,17,57.17,26.22,13,5,Forklift,70.07,53.85,53,81.72,0,Clear,3335.19,1491.47,13.25,0,29.6,13.24,Adaptive,Low Efficiency
2447,2024-07-14 01:41:00,FL9731,34.82,Perishable,Medium,Departure,T4,45,104.81,7.51,39,12,Loader,98.5,86.12,64,30.84,1,Storm,2966.49,1492.2,31.45,1,30.3,38.63,Baseline,Low Efficiency
2448,2024-09-24 03:22:00,FL5143,27.38,Hazardous,Low,Departure,T4,12,74.98,34.38,13,1,Forklift,51.89,49.18,78,80.95,1,Rain,2789.0,713.83,73.7,1,134.89,93.43,Baseline,Low Efficiency
2449,2024-01-31 07:11:00,FL8437,11.63,Express,Medium,Departure,T2,15,38.32,47.22,40,8,Conveyor,87.12,33.33,66,18.45,0,Fog,4102.64,435.01,101.06,0,20.24,120.66,Baseline,Moderate Efficiency
2450,2024-11-17 09:26:00,FL1032,44.38,Hazardous,Medium,Arrival,T1,46,28.45,113.8,34,4,Loader,80.49,69.5,49,60.5,0,Storm,1159.39,340.85,63.91,1,80.41,89.47,Optimized,Low Efficiency
2451,2024-06-08 03:17:00,FL7997,36.08,Perishable,Medium,Departure,T1,32,78.46,61.51,35,5,Crane,98.47,32.35,71,67.05,0,Clear,1263.76,634.95,96.28,0,56.29,21.38,Optimized,Moderate Efficiency
2452,2024-11-05 14:07:00,FL1849,116.14,General,High,Departure,T2,32,27.58,68.99,23,1,Conveyor,96.04,91.94,79,10.02,0,Rain,2808.77,938.52,56.45,1,48.53,108.51,Optimized,Moderate Efficiency
2453,2024-03-15 13:51:00,FL6292,69.14,Perishable,Medium,Arrival,T2,26,36.67,106.21,45,3,Conveyor,47.71,77.46,31,48.96,0,Storm,2091.77,1141.02,52.63,0,34.11,87.41,Baseline,Low Efficiency
2454,2024-06-29 05:55:00,FL8086,44.94,Perishable,Low,Arrival,T2,14,42.77,106.78,27,2,Forklift,58.46,47.98,92,1.18,0,Clear,1282.05,822.91,29.98,1,51.96,54.27,Baseline,Low Efficiency
2455,2024-08-04 18:50:00,FL7666,71.75,Express,Low,Departure,T3,26,20.31,65.71,24,12,Crane,91.05,62.84,41,83.54,0,Fog,3607.85,1279.84,26.68,1,110.2,34.75,Baseline,Low Efficiency
2456,2024-01-24 11:16:00,FL5489,21.01,Perishable,Medium,Departure,T2,5,44.52,18.08,10,2,Conveyor,53.72,81.75,72,47.18,1,Clear,2732.34,1387.53,91.98,0,93.67,21.34,Optimized,Moderate Efficiency
2457,2024-11-23 11:38:00,FL2994,56.07,Perishable,High,Departure,T4,38,112.36,36.11,47,13,Loader,62.71,94.1,71,3.31,0,Clear,1410.07,1339.93,28.63,0,21.57,79.26,Baseline,Low Efficiency
2458,2024-07-10 09:01:00,FL9491,77.02,Express,High,Departure,T3,46,151.12,57.54,28,1,Forklift,77.56,91.21,36,61.49,0,Clear,1689.82,616.89,54.85,0,115.54,127.77,Baseline,Low Efficiency
2459,2024-09-10 19:49:00,FL8644,61.22,Express,High,Departure,T2,4,50.95,91.38,26,6,Crane,73.77,34.87,74,79.71,0,Fog,3753.74,1430.77,69.95,0,59.63,24.1,Adaptive,Low Efficiency
2460,2024-03-04 08:08:00,FL9119,51.2,General,Low,Arrival,T4,28,32.94,86.84,10,8,Forklift,78.44,35.68,39,66.38,1,Storm,1973.63,1392.3,39.08,0,40.41,24.85,Optimized,Low Efficiency
2461,2024-11-15 17:18:00,FL6922,119.29,Hazardous,Medium,Departure,T2,1,136.72,78.91,28,3,Forklift,82.81,71.84,94,12.04,0,Storm,1420.33,676.32,101.56,1,124.44,48.43,Optimized,Low Efficiency
2462,2024-03-26 11:28:00,FL9474,106.24,Perishable,Medium,Arrival,T2,13,21.31,106.23,46,1,Conveyor,83.73,64.75,41,48.59,1,Rain,4845.2,689.83,54.52,0,99.03,63.2,Optimized,Low Efficiency
2463,2024-06-21 12:55:00,FL1712,76.69,Express,Medium,Arrival,T3,43,137.47,97.3,26,14,Loader,84.25,50.51,41,65.98,1,Storm,896.2,209.26,51.44,1,111.13,149.02,Optimized,Low Efficiency
2464,2024-06-01 19:53:00,FL4678,70.48,General,Medium,Departure,T4,3,40.98,117.94,22,10,Loader,99.5,98.33,5,72.05,0,Fog,1161.11,1411.79,29.6,0,52.8,85.51,Adaptive,Low Efficiency
2465,2024-09-12 07:43:00,FL1769,76.38,Hazardous,Medium,Arrival,T1,49,56.53,107.25,20,2,Crane,61.4,82.24,85,1.44,0,Clear,3727.75,223.84,34.18,1,114.85,125.93,Adaptive,Low Efficiency
2466,2024-11-07 18:45:00,FL5553,28.15,Express,Medium,Departure,T2,25,39.21,27.5,40,3,Crane,42.65,78.11,6,25.54,0,Fog,2415.7,787.6,42.04,1,48.56,41.57,Adaptive,Low Efficiency
2467,2024-04-30 20:44:00,FL7882,50.44,Hazardous,High,Arrival,T3,42,59.57,11.63,17,6,Loader,60.93,42.69,62,79.62,1,Clear,3888.19,1109.98,48.43,1,105.21,137.4,Adaptive,Low Efficiency
2468,2024-04-11 09:18:00,FL9723,9.54,Hazardous,Low,Arrival,T4,16,147.71,52.67,41,14,Forklift,94.69,49.88,16,23.26,1,Storm,2987.5,1331.53,87.14,0,40.53,114.14,Baseline,Low Efficiency
2469,2024-05-30 10:56:00,FL8354,59.69,Perishable,High,Departure,T2,21,41.21,76.01,28,3,Forklift,45.0,72.35,80,42.53,1,Rain,680.97,899.4,119.59,0,98.74,56.8,Baseline,Moderate Efficiency
2470,2024-05-30 16:35:00,FL6181,67.45,Perishable,Low,Departure,T1,13,179.07,78.96,23,9,Loader,78.82,85.69,88,62.7,0,Rain,3578.67,1055.61,65.72,1,73.91,115.61,Adaptive,Low Efficiency
2471,2024-02-13 05:21:00,FL1084,31.19,Express,Low,Arrival,T4,44,72.34,35.76,24,12,Conveyor,65.39,95.17,19,88.7,1,Storm,4125.94,1094.18,87.59,0,31.9,134.11,Baseline,Low Efficiency
2472,2024-09-12 10:56:00,FL7420,115.86,Hazardous,Critical,Departure,T4,36,167.51,103.89,31,1,Forklift,95.29,78.84,83,38.33,1,Clear,2987.04,122.36,36.81,0,93.14,60.33,Optimized,Low Efficiency
2473,2024-07-23 16:19:00,FL4188,109.59,Express,Critical,Departure,T3,8,50.41,42.86,21,7,Loader,95.71,59.3,37,45.33,0,Storm,1884.02,1419.48,114.18,0,11.61,126.43,Baseline,Moderate Efficiency
2474,2024-05-02 14:36:00,FL6483,88.05,Express,Low,Arrival,T2,44,50.06,110.7,20,10,Conveyor,87.11,78.38,64,50.28,0,Fog,569.85,603.89,99.14,0,106.61,72.32,Baseline,Moderate Efficiency
2475,2024-08-23 16:15:00,FL2340,66.34,Hazardous,Medium,Arrival,T2,19,110.45,59.23,5,8,Forklift,45.91,34.84,59,21.07,1,Storm,4580.07,348.53,85.36,0,142.31,114.35,Baseline,Low Efficiency
2476,2024-08-01 02:09:00,FL1415,105.05,Express,Low,Arrival,T4,47,28.1,6.19,25,9,Crane,41.48,72.01,97,33.18,0,Storm,3681.41,762.67,44.47,0,135.45,51.21,Baseline,Low Efficiency
2477,2024-07-29 16:27:00,FL4696,20.03,Hazardous,Medium,Departure,T2,16,148.16,23.63,31,8,Forklift,48.2,92.62,69,39.1,1,Clear,701.59,1126.88,18.98,0,146.54,106.71,Adaptive,Low Efficiency
2478,2024-07-13 16:09:00,FL7943,95.91,Hazardous,High,Departure,T4,12,90.34,16.77,5,5,Forklift,59.31,74.59,73,1.74,1,Storm,4282.66,1258.27,116.5,0,71.35,132.65,Baseline,Moderate Efficiency
2479,2024-03-10 08:10:00,FL2219,19.35,Hazardous,Critical,Departure,T1,20,131.87,10.06,34,1,Loader,54.49,30.53,85,0.69,0,Fog,738.78,1107.46,89.77,1,126.13,77.15,Baseline,Low Efficiency
2480,2024-04-08 17:35:00,FL5095,96.33,Hazardous,High,Arrival,T3,18,47.94,87.11,24,1,Forklift,62.19,78.62,7,20.19,1,Storm,3701.64,660.19,25.02,0,29.83,118.99,Optimized,Low Efficiency
2481,2024-10-26 17:09:00,FL4225,36.71,General,Medium,Departure,T2,12,122.78,27.12,28,14,Forklift,48.58,80.85,42,46.1,0,Fog,3623.3,1054.17,70.7,0,12.38,87.96,Adaptive,Low Efficiency
2482,2024-02-13 04:05:00,FL3694,105.87,Hazardous,High,Arrival,T2,48,115.05,101.44,6,8,Conveyor,85.15,67.89,25,86.01,0,Storm,4622.67,704.62,77.21,0,32.21,128.88,Optimized,Low Efficiency
2483,2024-07-20 22:34:00,FL6394,113.56,Perishable,Medium,Arrival,T3,25,140.91,35.41,19,7,Loader,90.72,87.13,56,87.53,1,Clear,1244.43,1481.61,58.78,0,72.08,43.2,Baseline,Low Efficiency
2484,2024-04-02 09:31:00,FL6092,22.11,Perishable,Critical,Arrival,T1,11,67.58,8.72,33,5,Conveyor,69.28,44.16,47,58.25,0,Rain,3052.72,1495.05,61.89,0,32.78,13.28,Baseline,Low Efficiency
2485,2024-04-06 14:56:00,FL2029,58.21,Perishable,Critical,Arrival,T1,22,169.31,99.38,39,10,Crane,97.39,58.63,85,74.43,0,Rain,2951.17,449.71,70.06,1,73.59,103.83,Optimized,Low Efficiency
2486,2024-06-30 19:25:00,FL2584,117.81,Hazardous,Medium,Arrival,T1,46,173.81,58.61,17,3,Forklift,47.22,86.53,77,81.06,1,Fog,657.41,776.66,98.17,1,43.0,118.79,Optimized,Low Efficiency
2487,2024-04-16 11:47:00,FL1456,60.59,Perishable,Medium,Arrival,T1,34,158.9,73.94,23,9,Loader,46.35,72.26,50,75.52,0,Storm,3372.38,907.12,99.29,0,40.26,21.0,Baseline,Low Efficiency
2488,2024-08-22 13:02:00,FL8863,104.31,General,Low,Arrival,T1,13,111.53,43.67,5,4,Crane,52.02,99.61,85,48.93,1,Clear,1643.13,990.74,115.67,0,138.73,102.21,Optimized,Low Efficiency
2489,2024-06-29 06:19:00,FL8077,72.7,Express,Low,Departure,T4,46,87.25,10.29,49,14,Loader,98.91,34.85,74,63.38,1,Storm,1996.21,707.49,28.91,0,82.82,39.46,Baseline,Low Efficiency
2490,2024-10-12 22:56:00,FL1393,48.16,Hazardous,High,Arrival,T2,38,29.28,47.57,20,6,Forklift,64.99,47.1,88,0.33,0,Clear,1586.09,834.01,22.13,1,104.44,148.57,Baseline,Low Efficiency
2491,2024-12-22 09:54:00,FL6477,37.87,Perishable,Medium,Departure,T2,12,171.56,64.6,47,11,Loader,95.45,43.94,91,58.33,1,Clear,751.65,875.97,77.16,0,65.83,119.6,Adaptive,Low Efficiency
2492,2024-04-13 12:37:00,FL5102,28.37,General,Medium,Departure,T2,39,172.29,6.34,7,4,Loader,52.12,98.35,33,38.33,1,Storm,1249.83,643.13,87.42,0,33.12,31.64,Optimized,Low Efficiency
2493,2024-07-14 16:10:00,FL5049,92.61,Express,Medium,Departure,T4,36,22.99,71.04,44,9,Conveyor,90.77,90.85,26,58.02,0,Storm,1432.89,548.62,47.39,0,109.99,76.5,Adaptive,Low Efficiency
2494,2024-10-28 15:06:00,FL2766,49.45,General,High,Departure,T3,28,77.1,107.7,10,4,Loader,58.6,39.32,17,62.5,1,Rain,3097.97,988.47,118.33,0,72.1,120.27,Baseline,Low Efficiency
2495,2024-09-30 04:36:00,FL8759,63.8,Perishable,Low,Departure,T1,27,160.81,30.05,35,14,Loader,84.06,54.77,21,8.81,1,Storm,1107.3,718.86,102.53,0,127.8,83.05,Adaptive,Low Efficiency
2496,2024-11-25 03:07:00,FL4905,61.62,General,Critical,Arrival,T3,39,32.94,111.58,9,8,Conveyor,98.47,33.68,2,78.71,1,Rain,4643.21,1461.01,64.24,0,21.44,147.02,Adaptive,Low Efficiency
2497,2024-02-24 23:44:00,FL6583,71.39,Express,Critical,Departure,T1,13,51.45,16.22,30,11,Forklift,95.98,74.28,79,15.82,0,Fog,1543.04,625.97,89.66,0,63.7,70.57,Baseline,Moderate Efficiency
2498,2024-03-08 18:56:00,FL1891,104.54,Perishable,Critical,Departure,T1,43,176.59,99.93,32,12,Crane,89.88,53.18,44,0.94,0,Rain,3432.85,374.18,59.84,0,32.58,134.16,Baseline,Low Efficiency
2499,2024-10-20 08:19:00,FL6465,117.79,Express,Medium,Departure,T3,40,155.57,101.64,19,12,Conveyor,43.01,48.03,66,38.67,1,Rain,1209.12,697.29,31.96,1,107.18,22.93,Adaptive,Low Efficiency
2500,2024-07-21 14:20:00,FL9514,51.87,General,Low,Arrival,T2,27,165.93,34.64,13,3,Forklift,76.47,66.62,71,8.07,0,Clear,4078.1,1019.7,27.53,0,57.23,86.86,Adaptive,Low Efficiency
2501,2024-09-25 17:59:00,FL4878,100.16,Hazardous,Medium,Departure,T4,31,42.74,115.15,26,8,Forklift,90.13,85.69,36,86.04,0,Clear,821.81,718.53,41.9,0,68.28,149.34,Optimized,Low Efficiency
2502,2024-11-27 02:22:00,FL2194,92.92,Hazardous,Medium,Departure,T3,2,53.81,52.91,41,11,Crane,63.96,58.27,46,25.54,0,Rain,3819.17,499.96,108.53,0,58.93,105.0,Adaptive,Moderate Efficiency
2503,2024-12-21 09:11:00,FL8184,70.96,Hazardous,Low,Departure,T2,18,116.87,21.24,25,3,Forklift,83.87,83.02,50,20.12,0,Fog,2269.24,793.33,51.33,0,127.7,31.54,Optimized,Low Efficiency
2504,2024-08-26 07:47:00,FL2567,114.95,Hazardous,High,Departure,T1,26,100.28,73.05,46,14,Conveyor,48.29,61.23,96,23.58,0,Clear,2594.84,725.8,109.74,0,88.9,102.49,Adaptive,Low Efficiency
2505,2024-01-02 19:13:00,FL8314,28.05,Express,Medium,Arrival,T2,42,67.76,119.61,33,11,Forklift,50.61,45.02,67,25.5,1,Fog,2148.44,1421.79,97.79,0,109.19,69.55,Optimized,Low Efficiency
2506,2024-03-08 19:46:00,FL3045,17.57,Hazardous,Critical,Departure,T1,31,161.42,108.42,30,5,Crane,78.62,61.23,3,5.63,0,Rain,2309.21,126.46,76.76,1,113.73,108.58,Adaptive,Low Efficiency
2507,2024-11-29 19:58:00,FL2401,103.21,Express,Low,Arrival,T1,38,164.22,37.04,10,1,Crane,66.23,67.66,33,48.6,0,Storm,523.96,652.94,108.72,0,109.02,59.2,Baseline,Low Efficiency
